DateTime,Close0,Symbol0,Close1,Symbol1,Close2,Symbol2,contango,contango2,contango1x3x2
2006-09-29,13.1,@VXV06,14.63,@VXX06,15.62,@VXZ06,1.53,0.99,0.45
2006-10-02,13.37,@VXV06,14.83,@VXX06,15.63,@VXZ06,1.46,0.8,0.14
2006-10-03,13.49,@VXV06,14.7,@VXX06,15.57,@VXZ06,1.21,0.87,0.53
2006-10-05,12.58,@VXV06,13.95,@VXX06,15.06,@VXZ06,1.37,1.11,0.85
2006-10-06,12.48,@VXV06,13.98,@VXX06,14.94,@VXZ06,1.5,0.96,0.42
2006-10-09,12.23,@VXV06,13.73,@VXX06,14.82,@VXZ06,1.5,1.09,0.68
2006-10-10,11.72,@VXV06,13.44,@VXX06,14.62,@VXZ06,1.72,1.18,0.64
2006-10-11,11.62,@VXV06,13.24,@VXX06,14.44,@VXZ06,1.62,1.2,0.78
2006-10-12,11.36,@VXV06,12.95,@VXX06,14.04,@VXZ06,1.59,1.09,0.59
2006-10-13,11.18,@VXV06,12.78,@VXX06,13.84,@VXZ06,1.6,1.06,0.52
2006-10-16,10.62,@VXV06,12.51,@VXX06,13.69,@VXZ06,1.89,1.18,0.47
2006-10-17,11.23,@VXV06,12.65,@VXX06,13.72,@VXZ06,1.42,1.07,0.72
2006-10-23,11.95,@VXX06,13.16,@VXZ06,14.08,@VXF07,1.21,0.92,0.63
2006-10-24,11.78,@VXX06,12.83,@VXZ06,14.03,@VXF07,1.05,1.2,1.35
2006-10-25,11.49,@VXX06,12.52,@VXZ06,13.79,@VXF07,1.03,1.27,1.51
2006-10-26,11.25,@VXX06,12.21,@VXZ06,13.46,@VXF07,0.96,1.25,1.54
2006-10-27,11.31,@VXX06,12.26,@VXZ06,13.46,@VXF07,0.95,1.2,1.45
2006-10-30,11.35,@VXX06,12.3,@VXZ06,13.4,@VXF07,0.95,1.1,1.25
2006-10-31,11.31,@VXX06,12.16,@VXZ06,13.23,@VXF07,0.85,1.07,1.29
2006-11-01,11.55,@VXX06,12.43,@VXZ06,13.22,@VXF07,0.88,0.79,0.7
2006-11-02,11.65,@VXX06,12.49,@VXZ06,13.2,@VXF07,0.84,0.71,0.58
2006-11-03,11.5,@VXX06,12.45,@VXZ06,13.13,@VXF07,0.95,0.68,0.41
2006-11-06,11.12,@VXX06,12.02,@VXZ06,12.91,@VXF07,0.9,0.89,0.88
2006-11-07,11.18,@VXX06,12.05,@VXZ06,12.84,@VXF07,0.87,0.79,0.71
2006-11-08,10.92,@VXX06,11.85,@VXZ06,12.81,@VXF07,0.93,0.96,0.99
2006-11-09,10.99,@VXX06,11.87,@VXZ06,12.78,@VXF07,0.88,0.91,0.94
2006-11-10,10.99,@VXX06,11.98,@VXZ06,12.72,@VXF07,0.99,0.74,0.49
2006-11-13,10.59,@VXX06,11.97,@VXZ06,12.68,@VXF07,1.38,0.71,0.04
2006-11-14,10.25,@VXX06,11.72,@VXZ06,12.54,@VXF07,1.47,0.82,0.17
2006-11-15,11.62,@VXZ06,12.35,@VXF07,12.93,@VXG07,0.73,0.58,0.43
2006-11-16,11.58,@VXZ06,12.29,@VXF07,12.9,@VXG07,0.71,0.61,0.51
2006-11-17,11.67,@VXZ06,12.32,@VXF07,12.94,@VXG07,0.65,0.62,0.59
2006-11-20,11.43,@VXZ06,12.36,@VXF07,13.09,@VXG07,0.93,0.73,0.53
2006-11-21,11.5,@VXZ06,12.48,@VXF07,13.31,@VXG07,0.98,0.83,0.68
2006-11-22,11.61,@VXZ06,12.59,@VXF07,13.5,@VXG07,0.98,0.91,0.84
2006-11-24,11.71,@VXZ06,12.84,@VXF07,13.52,@VXG07,1.13,0.68,0.23
2006-11-27,12.46,@VXZ06,13.39,@VXF07,13.98,@VXG07,0.93,0.59,0.25
2006-11-28,12.0,@VXZ06,12.96,@VXF07,13.68,@VXG07,0.96,0.72,0.48
2006-11-29,11.46,@VXZ06,12.58,@VXF07,13.44,@VXG07,1.12,0.86,0.6
2006-11-30,11.37,@VXZ06,12.52,@VXF07,13.28,@VXG07,1.15,0.76,0.37
2006-12-01,11.65,@VXZ06,12.74,@VXF07,13.5,@VXG07,1.09,0.76,0.43
2006-12-04,11.49,@VXZ06,12.5,@VXF07,13.22,@VXG07,1.01,0.72,0.43
2006-12-05,11.52,@VXZ06,12.55,@VXF07,13.24,@VXG07,1.03,0.69,0.35
2006-12-06,11.55,@VXZ06,12.69,@VXF07,13.26,@VXG07,1.14,0.57,0.0
2006-12-07,12.0,@VXZ06,12.77,@VXF07,13.54,@VXG07,0.77,0.77,0.77
2006-12-08,11.98,@VXZ06,12.81,@VXF07,13.32,@VXG07,0.83,0.51,0.19
2006-12-11,11.43,@VXZ06,12.6,@VXF07,13.32,@VXG07,1.17,0.72,0.27
2006-12-12,11.18,@VXZ06,12.51,@VXF07,13.33,@VXG07,1.33,0.82,0.31
2006-12-13,10.54,@VXZ06,12.43,@VXF07,13.37,@VXG07,1.89,0.94,-0.01
2006-12-14,10.37,@VXZ06,12.53,@VXF07,13.4,@VXG07,2.16,0.87,-0.42
2006-12-15,10.44,@VXZ06,12.71,@VXF07,13.55,@VXG07,2.27,0.84,-0.59
2006-12-18,10.56,@VXZ06,12.74,@VXF07,13.62,@VXG07,2.18,0.88,-0.42
2006-12-19,10.57,@VXZ06,12.39,@VXF07,13.46,@VXG07,1.82,1.07,0.32
2006-12-20,12.35,@VXF07,13.39,@VXG07,13.92,@VXH07,1.04,0.53,0.02
2006-12-21,12.44,@VXF07,13.5,@VXG07,14.05,@VXH07,1.06,0.55,0.04
2006-12-22,12.62,@VXF07,13.68,@VXG07,14.25,@VXH07,1.06,0.57,0.08
2006-12-26,12.27,@VXF07,13.4,@VXG07,13.87,@VXH07,1.13,0.47,-0.19
2006-12-27,11.95,@VXF07,13.08,@VXG07,13.79,@VXH07,1.13,0.71,0.29
2006-12-28,12.09,@VXF07,13.12,@VXG07,13.93,@VXH07,1.03,0.81,0.59
2006-12-29,12.3,@VXF07,13.11,@VXG07,14.06,@VXH07,0.81,0.95,1.09
2007-01-03,12.21,@VXF07,13.16,@VXG07,13.95,@VXH07,0.95,0.79,0.63
2007-01-04,12.11,@VXF07,13.16,@VXG07,13.66,@VXH07,1.05,0.5,-0.05
2007-01-05,12.38,@VXF07,13.48,@VXG07,13.83,@VXH07,1.1,0.35,-0.4
2007-01-08,12.25,@VXF07,13.33,@VXG07,13.93,@VXH07,1.08,0.6,0.12
2007-01-09,12.34,@VXF07,13.21,@VXG07,13.88,@VXH07,0.87,0.67,0.47
2007-01-10,11.9,@VXF07,13.16,@VXG07,13.9,@VXH07,1.26,0.74,0.22
2007-01-11,10.98,@VXF07,12.28,@VXG07,13.44,@VXH07,1.3,1.16,1.02
2007-01-12,10.66,@VXF07,12.08,@VXG07,13.18,@VXH07,1.42,1.1,0.78
2007-01-16,10.59,@VXF07,11.9,@VXG07,12.91,@VXH07,1.31,1.01,0.71
2007-01-17,11.91,@VXG07,12.9,@VXH07,13.57,@VXJ07,0.99,0.67,0.35
2007-01-18,12.06,@VXG07,12.9,@VXH07,13.47,@VXJ07,0.84,0.57,0.3
2007-01-19,11.69,@VXG07,12.78,@VXH07,13.32,@VXJ07,1.09,0.54,-0.01
2007-01-22,11.85,@VXG07,12.88,@VXH07,13.35,@VXJ07,1.03,0.47,-0.09
2007-01-23,11.47,@VXG07,12.58,@VXH07,13.33,@VXJ07,1.11,0.75,0.39
2007-01-24,11.32,@VXG07,12.51,@VXH07,13.28,@VXJ07,1.19,0.77,0.35
2007-01-25,11.83,@VXG07,12.78,@VXH07,13.45,@VXJ07,0.95,0.67,0.39
2007-01-26,11.88,@VXG07,12.78,@VXH07,13.47,@VXJ07,0.9,0.69,0.48
2007-01-29,11.81,@VXG07,12.81,@VXH07,13.45,@VXJ07,1.0,0.64,0.28
2007-01-30,11.6,@VXG07,12.64,@VXH07,13.35,@VXJ07,1.04,0.71,0.38
2007-01-31,11.51,@VXG07,12.35,@VXH07,13.17,@VXJ07,0.84,0.82,0.8
2007-02-01,11.28,@VXG07,12.27,@VXH07,13.08,@VXJ07,0.99,0.81,0.63
2007-02-02,11.2,@VXG07,12.24,@VXH07,13.08,@VXJ07,1.04,0.84,0.64
2007-02-05,11.16,@VXG07,12.28,@VXH07,13.05,@VXJ07,1.12,0.77,0.42
2007-02-06,11.16,@VXG07,12.03,@VXH07,12.83,@VXJ07,0.87,0.8,0.73
2007-02-07,10.95,@VXG07,11.89,@VXH07,12.83,@VXJ07,0.94,0.94,0.94
2007-02-08,11.01,@VXG07,11.97,@VXH07,12.83,@VXJ07,0.96,0.86,0.76
2007-02-09,11.23,@VXG07,12.2,@VXH07,13.17,@VXJ07,0.97,0.97,0.97
2007-02-12,11.36,@VXG07,12.42,@VXH07,13.39,@VXJ07,1.06,0.97,0.88
2007-02-13,10.43,@VXG07,11.99,@VXH07,13.14,@VXJ07,1.56,1.15,0.74
2007-02-14,11.63,@VXH07,12.8,@VXJ07,13.51,@VXK07,1.17,0.71,0.25
2007-02-15,11.55,@VXH07,12.61,@VXJ07,13.39,@VXK07,1.06,0.78,0.5
2007-02-16,11.56,@VXH07,12.58,@VXJ07,13.37,@VXK07,1.02,0.79,0.56
2007-02-20,11.37,@VXH07,12.31,@VXJ07,13.2,@VXK07,0.94,0.89,0.84
2007-02-21,11.24,@VXH07,12.26,@VXJ07,13.12,@VXK07,1.02,0.86,0.7
2007-02-22,11.15,@VXH07,12.21,@VXJ07,13.08,@VXK07,1.06,0.87,0.68
2007-02-23,11.59,@VXH07,12.59,@VXJ07,13.24,@VXK07,1.0,0.65,0.3
2007-02-26,11.44,@VXH07,12.54,@VXJ07,13.2,@VXK07,1.1,0.66,0.22
2007-02-27,14.81,@VXH07,14.49,@VXJ07,14.42,@VXK07,-0.32,-0.07,0.18
2007-02-28,13.5,@VXH07,13.55,@VXJ07,13.88,@VXK07,0.05,0.33,0.61
2007-03-01,14.16,@VXH07,14.04,@VXJ07,14.04,@VXK07,-0.12,0.0,0.12
2007-03-02,15.19,@VXH07,14.59,@VXJ07,14.69,@VXK07,-0.6,0.1,0.8
2007-03-05,16.15,@VXH07,15.01,@VXJ07,14.93,@VXK07,-1.14,-0.08,0.98
2007-03-06,15.03,@VXH07,14.12,@VXJ07,14.1,@VXK07,-0.91,-0.02,0.87
2007-03-07,14.37,@VXH07,14.17,@VXJ07,14.04,@VXK07,-0.2,-0.13,-0.06
2007-03-08,13.75,@VXH07,13.71,@VXJ07,13.75,@VXK07,-0.04,0.04,0.12
2007-03-09,13.6,@VXH07,13.76,@VXJ07,13.84,@VXK07,0.16,0.08,0.0
2007-03-12,13.14,@VXH07,13.62,@VXJ07,13.81,@VXK07,0.48,0.19,-0.1
2007-03-13,15.34,@VXH07,14.59,@VXJ07,14.49,@VXK07,-0.75,-0.1,0.55
2007-03-14,15.81,@VXH07,15.15,@VXJ07,14.82,@VXK07,-0.66,-0.33,0.0
2007-03-15,15.4,@VXH07,15.33,@VXJ07,14.89,@VXK07,-0.07,-0.44,-0.81
2007-03-16,15.99,@VXH07,15.79,@VXJ07,15.22,@VXK07,-0.2,-0.57,-0.94
2007-03-19,14.32,@VXH07,14.89,@VXJ07,14.69,@VXK07,0.57,-0.2,-0.97
2007-03-20,13.06,@VXH07,14.38,@VXJ07,14.46,@VXK07,1.32,0.08,-1.16
2007-03-21,13.28,@VXJ07,13.6,@VXK07,13.81,@VXM07,0.32,0.21,0.1
2007-03-22,13.36,@VXJ07,13.72,@VXK07,13.85,@VXM07,0.36,0.13,-0.1
2007-03-23,13.33,@VXJ07,13.87,@VXK07,13.87,@VXM07,0.54,0.0,-0.54
2007-03-26,13.38,@VXJ07,13.79,@VXK07,13.86,@VXM07,0.41,0.07,-0.27
2007-03-27,13.93,@VXJ07,13.99,@VXK07,13.98,@VXM07,0.06,-0.01,-0.08
2007-03-28,14.72,@VXJ07,14.59,@VXK07,14.39,@VXM07,-0.13,-0.2,-0.27
2007-03-29,14.6,@VXJ07,14.55,@VXK07,14.48,@VXM07,-0.05,-0.07,-0.09
2007-03-30,14.49,@VXJ07,14.39,@VXK07,14.5,@VXM07,-0.1,0.11,0.32
2007-04-02,14.7,@VXJ07,14.77,@VXK07,14.61,@VXM07,0.07,-0.16,-0.39
2007-04-03,14.0,@VXJ07,14.28,@VXK07,14.21,@VXM07,0.28,-0.07,-0.42
2007-04-04,13.65,@VXJ07,14.2,@VXK07,14.38,@VXM07,0.55,0.18,-0.19
2007-04-05,13.53,@VXJ07,14.0,@VXK07,14.26,@VXM07,0.47,0.26,0.05
2007-04-09,13.3,@VXJ07,14.03,@VXK07,14.21,@VXM07,0.73,0.18,-0.37
2007-04-10,12.71,@VXJ07,13.59,@VXK07,14.11,@VXM07,0.88,0.52,0.16
2007-04-11,13.28,@VXJ07,13.99,@VXK07,14.48,@VXM07,0.71,0.49,0.27
2007-04-12,12.87,@VXJ07,13.73,@VXK07,14.28,@VXM07,0.86,0.55,0.24
2007-04-13,12.39,@VXJ07,13.57,@VXK07,14.02,@VXM07,1.18,0.45,-0.28
2007-04-16,11.67,@VXJ07,12.97,@VXK07,13.35,@VXM07,1.3,0.38,-0.54
2007-04-17,11.87,@VXJ07,13.14,@VXK07,13.3,@VXM07,1.27,0.16,-0.95
2007-04-18,13.13,@VXK07,13.37,@VXM07,13.54,@VXN07,0.24,0.17,0.1
2007-04-19,13.02,@VXK07,13.53,@VXM07,13.8,@VXN07,0.51,0.27,0.03
2007-04-20,13.03,@VXK07,13.48,@VXM07,13.71,@VXN07,0.45,0.23,0.01
2007-04-23,13.22,@VXK07,13.73,@VXM07,13.91,@VXN07,0.51,0.18,-0.15
2007-04-24,13.21,@VXK07,13.73,@VXM07,13.97,@VXN07,0.52,0.24,-0.04
2007-04-25,13.1,@VXK07,13.51,@VXM07,13.72,@VXN07,0.41,0.21,0.01
2007-04-26,13.11,@VXK07,13.63,@VXM07,13.9,@VXN07,0.52,0.27,0.02
2007-04-27,13.02,@VXK07,13.54,@VXM07,13.75,@VXN07,0.52,0.21,-0.1
2007-04-30,13.41,@VXK07,13.86,@VXM07,14.09,@VXN07,0.45,0.23,0.01
2007-05-01,13.43,@VXK07,13.85,@VXM07,13.99,@VXN07,0.42,0.14,-0.14
2007-05-02,13.16,@VXK07,13.72,@VXM07,13.97,@VXN07,0.56,0.25,-0.06
2007-05-03,13.08,@VXK07,13.61,@VXM07,14.08,@VXN07,0.53,0.47,0.41
2007-05-04,13.14,@VXK07,13.63,@VXM07,14.03,@VXN07,0.49,0.4,0.31
2007-05-07,13.22,@VXK07,13.72,@VXM07,13.89,@VXN07,0.5,0.17,-0.16
2007-05-08,13.33,@VXK07,13.87,@VXM07,14.01,@VXN07,0.54,0.14,-0.26
2007-05-09,12.94,@VXK07,13.78,@VXM07,14.09,@VXN07,0.84,0.31,-0.22
2007-05-10,13.35,@VXK07,14.2,@VXM07,14.38,@VXN07,0.85,0.18,-0.49
2007-05-11,12.77,@VXK07,13.94,@VXM07,14.23,@VXN07,1.17,0.29,-0.59
2007-05-14,13.34,@VXK07,14.15,@VXM07,14.46,@VXN07,0.81,0.31,-0.19
2007-05-15,13.96,@VXK07,14.2,@VXM07,14.66,@VXN07,0.24,0.46,0.68
2007-05-16,14.06,@VXM07,14.5,@VXN07,14.86,@VXQ07,0.44,0.36,0.28
2007-05-17,14.16,@VXM07,14.63,@VXN07,14.97,@VXQ07,0.47,0.34,0.21
2007-05-18,13.99,@VXM07,14.45,@VXN07,14.82,@VXQ07,0.46,0.37,0.28
2007-05-21,13.78,@VXM07,14.27,@VXN07,14.58,@VXQ07,0.49,0.31,0.13
2007-05-22,13.81,@VXM07,14.35,@VXN07,14.68,@VXQ07,0.54,0.33,0.12
2007-05-23,13.75,@VXM07,14.34,@VXN07,14.61,@VXQ07,0.59,0.27,-0.05
2007-05-24,14.2,@VXM07,14.71,@VXN07,14.97,@VXQ07,0.51,0.26,0.01
2007-05-25,13.96,@VXM07,14.64,@VXN07,14.79,@VXQ07,0.68,0.15,-0.38
2007-05-29,13.83,@VXM07,14.43,@VXN07,14.7,@VXQ07,0.6,0.27,-0.06
2007-05-30,13.56,@VXM07,14.34,@VXN07,14.6,@VXQ07,0.78,0.26,-0.26
2007-05-31,13.57,@VXM07,14.26,@VXN07,14.62,@VXQ07,0.69,0.36,0.03
2007-06-01,13.41,@VXM07,14.29,@VXN07,14.66,@VXQ07,0.88,0.37,-0.14
2007-06-04,13.57,@VXM07,14.34,@VXN07,14.7,@VXQ07,0.77,0.36,-0.05
2007-06-05,13.71,@VXM07,14.39,@VXN07,14.84,@VXQ07,0.68,0.45,0.22
2007-06-06,14.33,@VXM07,14.76,@VXN07,14.97,@VXQ07,0.43,0.21,-0.01
2007-06-07,15.82,@VXM07,15.32,@VXN07,15.53,@VXQ07,-0.5,0.21,0.92
2007-06-08,15.08,@VXM07,15.14,@VXN07,15.46,@VXQ07,0.06,0.32,0.58
2007-06-11,14.69,@VXM07,14.87,@VXN07,15.16,@VXQ07,0.18,0.29,0.4
2007-06-12,15.5,@VXM07,15.27,@VXN07,15.34,@VXQ07,-0.23,0.07,0.37
2007-06-13,14.78,@VXM07,14.97,@VXN07,15.17,@VXQ07,0.19,0.2,0.21
2007-06-14,13.86,@VXM07,14.65,@VXN07,15.0,@VXQ07,0.79,0.35,-0.09
2007-06-15,13.64,@VXM07,14.43,@VXN07,14.83,@VXQ07,0.79,0.4,0.01
2007-06-18,13.41,@VXM07,14.48,@VXN07,14.86,@VXQ07,1.07,0.38,-0.31
2007-06-19,12.88,@VXM07,14.18,@VXN07,14.54,@VXQ07,1.3,0.36,-0.58
2007-06-20,15.03,@VXN07,15.13,@VXQ07,15.31,@VXU07,0.1,0.18,0.26
2007-06-21,15.07,@VXN07,15.38,@VXQ07,15.5,@VXU07,0.31,0.12,-0.07
2007-06-22,15.77,@VXN07,15.81,@VXQ07,15.83,@VXU07,0.04,0.02,-0.0
2007-06-25,15.99,@VXN07,16.05,@VXQ07,16.1,@VXU07,0.06,0.05,0.04
2007-06-26,16.64,@VXN07,16.53,@VXQ07,16.54,@VXU07,-0.11,0.01,0.13
2007-06-27,15.61,@VXN07,15.7,@VXQ07,15.79,@VXU07,0.09,0.09,0.09
2007-06-28,15.55,@VXN07,15.84,@VXQ07,15.8,@VXU07,0.29,-0.04,-0.37
2007-06-29,16.19,@VXN07,16.16,@VXQ07,16.38,@VXU07,-0.03,0.22,0.47
2007-07-02,15.72,@VXN07,15.9,@VXQ07,16.0,@VXU07,0.18,0.1,0.02
2007-07-03,15.44,@VXN07,15.73,@VXQ07,15.78,@VXU07,0.29,0.05,-0.19
2007-07-05,15.63,@VXN07,16.03,@VXQ07,16.03,@VXU07,0.4,0.0,-0.4
2007-07-06,15.3,@VXN07,15.73,@VXQ07,15.8,@VXU07,0.43,0.07,-0.29
2007-07-09,15.41,@VXN07,15.73,@VXQ07,15.87,@VXU07,0.32,0.14,-0.04
2007-07-10,16.67,@VXN07,16.72,@VXQ07,16.7,@VXU07,0.05,-0.02,-0.09
2007-07-11,16.24,@VXN07,16.65,@VXQ07,16.73,@VXU07,0.41,0.08,-0.25
2007-07-12,15.47,@VXN07,16.42,@VXQ07,16.45,@VXU07,0.95,0.03,-0.89
2007-07-13,15.45,@VXN07,16.5,@VXQ07,16.66,@VXU07,1.05,0.16,-0.73
2007-07-16,15.67,@VXN07,16.7,@VXQ07,16.8,@VXU07,1.03,0.1,-0.83
2007-07-17,16.87,@VXN07,16.84,@VXQ07,16.97,@VXU07,-0.03,0.13,0.29
2007-07-18,17.37,@VXQ07,17.42,@VXU07,17.45,@VXV07,0.05,0.03,0.01
2007-07-19,17.18,@VXQ07,17.36,@VXU07,17.38,@VXV07,0.18,0.02,-0.14
2007-07-20,17.72,@VXQ07,17.76,@VXU07,17.82,@VXV07,0.04,0.06,0.08
2007-07-23,17.55,@VXQ07,17.63,@VXU07,17.67,@VXV07,0.08,0.04,0.0
2007-07-24,18.18,@VXQ07,18.14,@VXU07,18.26,@VXV07,-0.04,0.12,0.28
2007-07-25,18.07,@VXQ07,18.18,@VXU07,18.27,@VXV07,0.11,0.09,0.07
2007-07-26,19.37,@VXQ07,19.4,@VXU07,19.37,@VXV07,0.03,-0.03,-0.09
2007-07-27,20.07,@VXQ07,19.71,@VXU07,19.73,@VXV07,-0.36,0.02,0.4
