DateTime,Open_ES,High_ES,Low_ES,Close_ES,Volume_ES,oi_ES,Symbol_ES,Open_VIX,High_VIX,Low_VIX,Close_VIX,Volume_VIX,oi_VIX,Symbol_VIX,std,Qd4,Qd3,Qd2,Qd1,Qunch,Qu1,Qu2,Qu3,Qu4
2003-10-21,1045.25,1049.5,1040.75,1043.5,572797,488354,@ES#,17.16,17.23,16.19,16.55,0,0,VIX.XO,1.04255200472,1034.03,1036.84,1039.64,1042.45,1045.25,1048.05,1050.86,1053.66,1056.47
2003-10-22,1043.75,1044.25,1026.5,1030.5,682947,476665,@ES#,17.1,17.98,17.1,17.67,0,0,VIX.XO,1.11310537301,1032.62,1035.34,1038.06,1040.78,1043.5,1046.22,1048.94,1051.66,1054.38
2003-10-23,1029.75,1034.5,1019.75,1028.5,693849,495576,@ES#,18.51,18.51,17.48,17.68,0,0,VIX.XO,1.1137353138,1019.03,1021.9,1024.76,1027.63,1030.5,1033.37,1036.24,1039.1,1041.97
2003-10-24,1028.25,1030.25,1016.25,1030.0,644041,497077,@ES#,18.25,18.68,17.67,17.71,0,0,VIX.XO,1.11562513617,1017.05,1019.91,1022.77,1025.64,1028.5,1031.36,1034.23,1037.09,1039.95
2003-10-27,1028.25,1036.75,1027.25,1030.75,541229,504954,@ES#,17.97,18.18,17.74,18.05,0,0,VIX.XO,1.13704312297,1018.51,1021.38,1024.25,1027.13,1030.0,1032.87,1035.75,1038.62,1041.49
2003-10-28,1030.0,1046.0,1029.75,1044.75,648859,465908,@ES#,17.79,17.89,16.77,16.82,0,0,VIX.XO,1.059560406,1019.03,1021.96,1024.89,1027.82,1030.75,1033.68,1036.61,1039.54,1042.47
2003-10-29,1044.25,1048.75,1040.0,1046.25,569839,470983,@ES#,16.85,17.02,16.34,16.43,0,0,VIX.XO,1.03499271526,1033.68,1036.45,1039.22,1041.98,1044.75,1047.52,1050.28,1053.05,1055.82
2003-10-30,1046.0,1054.5,1042.25,1048.5,744512,474611,@ES#,16.04,16.76,16.01,16.33,0,0,VIX.XO,1.02869330737,1035.42,1038.13,1040.84,1043.54,1046.25,1048.96,1051.66,1054.37,1057.08
2003-10-31,1048.5,1052.25,1046.5,1049.5,452365,478563,@ES#,16.11,16.19,15.79,16.1,0,0,VIX.XO,1.01420466924,1037.71,1040.41,1043.11,1045.8,1048.5,1051.2,1053.89,1056.59,1059.29
2003-11-03,1047.25,1060.5,1046.5,1054.25,609967,491531,@ES#,16.33,16.7,16.22,16.55,0,0,VIX.XO,1.04255200472,1038.86,1041.52,1044.18,1046.84,1049.5,1052.16,1054.82,1057.48,1060.14
2003-11-04,1054.25,1057.0,1050.0,1052.25,554811,474554,@ES#,16.57,16.78,16.45,16.55,0,0,VIX.XO,1.04255200472,1043.26,1046.01,1048.75,1051.5,1054.25,1057.0,1059.75,1062.49,1065.24
2003-11-05,1052.25,1054.5,1043.25,1053.5,556444,460635,@ES#,16.99,17.32,16.55,16.86,0,0,VIX.XO,1.06208016916,1041.28,1044.02,1046.76,1049.51,1052.25,1054.99,1057.74,1060.48,1063.22
2003-11-06,1053.75,1058.75,1045.25,1058.5,618281,471828,@ES#,17.0,17.37,16.62,16.74,0,0,VIX.XO,1.0545208797,1042.31,1045.11,1047.91,1050.7,1053.5,1056.3,1059.09,1061.89,1064.69
2003-11-07,1058.25,1064.5,1050.0,1050.5,614109,455433,@ES#,16.63,16.93,16.5,16.93,0,0,VIX.XO,1.06648975467,1047.34,1050.13,1052.92,1055.71,1058.5,1061.29,1064.08,1066.87,1069.66
2003-11-10,1051.25,1053.75,1044.25,1046.25,495923,440922,@ES#,17.79,17.88,17.53,17.62,0,0,VIX.XO,1.10995566907,1039.3,1042.1,1044.9,1047.7,1050.5,1053.3,1056.1,1058.9,1061.7
2003-11-11,1046.25,1047.75,1041.5,1045.75,403191,438246,@ES#,18.14,18.53,17.5,17.54,0,0,VIX.XO,1.10491614276,1034.64,1037.54,1040.44,1043.35,1046.25,1049.15,1052.06,1054.96,1057.86
2003-11-12,1045.25,1059.0,1044.5,1057.0,645534,469772,@ES#,17.78,17.85,16.55,16.75,0,0,VIX.XO,1.05515082048,1034.2,1037.08,1039.97,1042.86,1045.75,1048.64,1051.53,1054.42,1057.3
2003-11-13,1056.75,1060.0,1052.0,1058.0,575631,451626,@ES#,17.05,17.13,16.43,16.47,0,0,VIX.XO,1.03751247841,1045.85,1048.64,1051.42,1054.21,1057.0,1059.79,1062.58,1065.36,1068.15
2003-11-14,1058.25,1064.25,1047.0,1049.0,649695,458333,@ES#,16.63,17.0,16.17,16.94,0,0,VIX.XO,1.06711969546,1047.02,1049.77,1052.51,1055.26,1058.0,1060.74,1063.49,1066.23,1068.98
2003-11-17,1048.0,1048.0,1034.25,1043.5,686497,461384,@ES#,18.14,19.36,18.04,18.6,0,0,VIX.XO,1.17168986633,1037.81,1040.6,1043.4,1046.2,1049.0,1051.8,1054.6,1057.4,1060.19
2003-11-18,1043.25,1048.5,1031.0,1032.75,773553,473080,@ES#,18.09,19.17,17.78,19.11,0,0,VIX.XO,1.20381684653,1031.27,1034.33,1037.39,1040.44,1043.5,1046.56,1049.61,1052.67,1055.73
2003-11-19,1033.0,1043.75,1031.0,1041.0,644049,459217,@ES#,19.14,19.51,18.65,18.8,0,0,VIX.XO,1.1842886821,1020.32,1023.43,1026.53,1029.64,1032.75,1035.86,1038.97,1042.07,1045.18
2003-11-20,1041.25,1046.25,1031.0,1032.0,797586,476725,@ES#,19.09,19.61,18.46,19.48,0,0,VIX.XO,1.2271246557,1028.67,1031.75,1034.84,1037.92,1041.0,1044.08,1047.16,1050.25,1053.33
2003-11-21,1031.75,1037.0,1030.25,1036.25,534013,458031,@ES#,19.08,19.4,18.82,18.98,0,0,VIX.XO,1.19562761629,1019.34,1022.5,1025.67,1028.83,1032.0,1035.17,1038.33,1041.5,1044.66
2003-11-24,1035.75,1051.5,1035.25,1049.5,658516,460201,@ES#,18.91,18.98,17.19,17.44,0,0,VIX.XO,1.09861673488,1023.86,1026.96,1030.06,1033.15,1036.25,1039.35,1042.44,1045.54,1048.64
2003-11-25,1049.5,1057.75,1047.5,1053.25,562943,488777,@ES#,17.4,17.87,16.4,16.71,0,0,VIX.XO,1.05263105733,1037.97,1040.85,1043.74,1046.62,1049.5,1052.38,1055.26,1058.15,1061.03
2003-11-26,1053.0,1058.5,1047.25,1056.75,0,485444,@ES#,16.11,17.26,16.02,16.23,0,0,VIX.XO,1.02239389949,1042.16,1044.93,1047.71,1050.48,1053.25,1056.02,1058.79,1061.57,1064.34
2003-11-28,1059.0,1060.25,1053.75,1057.75,135440,473311,@ES#,16.51,16.62,16.16,16.32,0,0,VIX.XO,1.02806336659,1045.95,1048.65,1051.35,1054.05,1056.75,1059.45,1062.15,1064.85,1067.55
2003-12-01,1059.0,1070.5,1055.75,1069.0,663167,514506,@ES#,16.74,17.03,16.17,16.77,0,0,VIX.XO,1.05641070206,1046.88,1049.59,1052.31,1055.03,1057.75,1060.47,1063.19,1065.91,1068.62
2003-12-02,1069.0,1071.0,1064.25,1067.0,564852,526070,@ES#,16.89,16.89,16.17,16.27,0,0,VIX.XO,1.02491366264,1057.71,1060.53,1063.35,1066.18,1069.0,1071.82,1074.65,1077.47,1080.29
2003-12-03,1066.5,1074.25,1064.25,1065.0,677047,556056,@ES#,16.08,16.68,15.77,16.63,0,0,VIX.XO,1.04759153102,1056.06,1058.8,1061.53,1064.27,1067.0,1069.73,1072.47,1075.2,1077.94
2003-12-04,1064.75,1070.5,1062.75,1069.5,574760,561655,@ES#,16.48,16.83,16.29,16.3,0,0,VIX.XO,1.02680348501,1053.84,1056.63,1059.42,1062.21,1065.0,1067.79,1070.58,1073.37,1076.16
2003-12-05,1067.0,1068.75,1059.5,1062.25,638116,552706,@ES#,16.76,17.32,16.5,17.09,0,0,VIX.XO,1.07656880729,1058.52,1061.26,1064.01,1066.75,1069.5,1072.25,1074.99,1077.74,1080.48
2003-12-08,1061.0,1069.5,1057.75,1069.0,498544,564431,@ES#,17.55,17.59,16.52,16.54,0,0,VIX.XO,1.04192206393,1050.81,1053.67,1056.53,1059.39,1062.25,1065.11,1067.97,1070.83,1073.69
2003-12-09,1069.25,1072.75,1058.75,1060.5,680486,557920,@ES#,16.63,17.8,16.56,17.63,0,0,VIX.XO,1.11058560986,1057.86,1060.65,1063.43,1066.22,1069.0,1071.78,1074.57,1077.35,1080.14
2003-12-10,1060.75,1063.0,1053.0,1060.75,636587,534138,@ES#,17.66,18.27,17.58,17.87,0,0,VIX.XO,1.12570418878,1048.72,1051.67,1054.61,1057.56,1060.5,1063.44,1066.39,1069.33,1072.28
2003-12-11,1059.25,1072.5,1058.0,1071.0,715226,177309,@ES#,17.95,17.95,16.51,16.73,0,0,VIX.XO,1.05389093891,1048.81,1051.79,1054.78,1057.76,1060.75,1063.74,1066.72,1069.71,1072.69
2003-12-12,1071.0,1073.5,1065.5,1072.5,518643,220335,@ES#,16.19,16.98,16.09,16.41,0,0,VIX.XO,1.03373283368,1059.71,1062.53,1065.36,1068.18,1071.0,1073.82,1076.64,1079.47,1082.29
2003-12-15,1086.5,1088.75,1066.25,1067.5,821702,276857,@ES#,15.8,17.42,15.79,17.23,0,0,VIX.XO,1.08538797832,1061.41,1064.18,1066.96,1069.73,1072.5,1075.27,1078.04,1080.82,1083.59
2003-12-16,1067.5,1074.75,1065.5,1073.5,509262,315404,@ES#,17.27,17.45,15.9,15.93,0,0,VIX.XO,1.00349567584,1055.91,1058.81,1061.71,1064.6,1067.5,1070.4,1073.29,1076.19,1079.09
2003-12-17,1073.5,1076.75,1069.5,1076.25,446062,328498,@ES#,16.12,16.27,15.52,15.58,0,0,VIX.XO,0.981447748247,1062.73,1065.42,1068.11,1070.81,1073.5,1076.19,1078.89,1081.58,1084.27
2003-12-18,1076.25,1088.75,1074.75,1088.5,586259,333720,@ES#,15.59,16.19,14.66,16.16,0,0,VIX.XO,1.01798431397,1065.69,1068.33,1070.97,1073.61,1076.25,1078.89,1081.53,1084.17,1086.81
2003-12-19,1088.0,1090.25,1082.25,1085.5,539361,332758,@ES#,16.66,16.81,15.71,16.42,0,0,VIX.XO,1.03436277447,1077.42,1080.19,1082.96,1085.73,1088.5,1091.27,1094.04,1096.81,1099.58
2003-12-22,1082.5,1093.0,1080.5,1092.75,292581,337376,@ES#,17.06,17.31,16.61,16.94,0,0,VIX.XO,1.06711969546,1074.27,1077.08,1079.89,1082.69,1085.5,1088.31,1091.11,1093.92,1096.73
2003-12-23,1092.5,1095.75,1090.25,1093.5,267667,347184,@ES#,17.32,17.4,16.29,16.49,0,0,VIX.XO,1.03877235999,1081.09,1084.0,1086.92,1089.83,1092.75,1095.67,1098.58,1101.5,1104.41
2003-12-24,1093.5,1095.25,1089.5,1093.0,94667,343021,@ES#,16.65,16.77,16.24,16.66,0,0,VIX.XO,1.04948135339,1082.14,1084.98,1087.82,1090.66,1093.5,1096.34,1099.18,1102.02,1104.86
2003-12-26,1093.5,1097.0,1092.5,1093.5,68120,348859,@ES#,16.76,17.49,16.63,17.45,0,0,VIX.XO,1.09924667567,1081.53,1084.4,1087.26,1090.13,1093.0,1095.87,1098.74,1101.6,1104.47
2003-12-29,1093.5,1109.25,1093.0,1107.75,301478,379341,@ES#,17.81,17.86,17.07,17.09,0,0,VIX.XO,1.07656880729,1081.48,1084.48,1087.49,1090.49,1093.5,1096.51,1099.51,1102.52,1105.52
2003-12-30,1107.75,1109.0,1105.0,1107.75,218431,367845,@ES#,17.32,17.97,17.2,17.68,0,0,VIX.XO,1.1137353138,1095.82,1098.81,1101.79,1104.77,1107.75,1110.73,1113.71,1116.69,1119.68
2003-12-31,1107.75,1111.5,1104.75,1110.5,322533,363018,@ES#,17.49,18.86,17.41,18.31,0,0,VIX.XO,1.15342158347,1095.41,1098.5,1101.58,1104.67,1107.75,1110.83,1113.92,1117.0,1120.09
2004-01-02,1111.0,1118.0,1103.5,1109.0,452889,376063,@ES#,17.96,18.68,17.54,18.22,0,0,VIX.XO,1.14775211637,1097.69,1100.89,1104.1,1107.3,1110.5,1113.7,1116.9,1120.11,1123.31
2004-01-05,1108.75,1121.5,1108.75,1120.0,609539,414061,@ES#,18.45,18.49,17.44,17.49,0,0,VIX.XO,1.10176643882,1096.27,1099.45,1102.64,1105.82,1109.0,1112.18,1115.36,1118.55,1121.73
2004-01-06,1119.75,1123.5,1115.5,1122.0,520267,414596,@ES#,17.66,17.67,16.19,16.73,0,0,VIX.XO,1.05389093891,1107.66,1110.75,1113.83,1116.92,1120.0,1123.08,1126.17,1129.25,1132.34
2004-01-07,1121.75,1126.75,1114.75,1125.5,623738,429452,@ES#,16.72,16.75,15.5,15.5,0,0,VIX.XO,0.976408221941,1110.18,1113.13,1116.09,1119.04,1122.0,1124.96,1127.91,1130.87,1133.82
2004-01-08,1125.5,1130.5,1123.75,1129.5,655254,444261,@ES#,15.42,15.68,15.32,15.61,0,0,VIX.XO,0.983337570612,1114.51,1117.26,1120.01,1122.75,1125.5,1128.25,1130.99,1133.74,1136.49
2004-01-09,1129.5,1131.0,1119.0,1120.0,870229,451970,@ES#,16.15,16.88,15.57,16.75,0,0,VIX.XO,1.05515082048,1118.39,1121.17,1123.95,1126.72,1129.5,1132.28,1135.05,1137.83,1140.61
2004-01-12,1119.5,1128.5,1118.25,1128.25,636419,477893,@ES#,17.32,17.46,16.79,16.82,0,0,VIX.XO,1.059560406,1108.18,1111.14,1114.09,1117.05,1120.0,1122.95,1125.91,1128.86,1131.82
2004-01-13,1128.25,1129.25,1113.75,1121.25,739977,493698,@ES#,16.6,18.33,16.53,18.04,0,0,VIX.XO,1.13641318218,1116.3,1119.28,1122.27,1125.26,1128.25,1131.24,1134.23,1137.22,1140.2
2004-01-14,1121.25,1132.5,1119.25,1131.25,530133,511077,@ES#,17.29,17.3,16.4,16.75,0,0,VIX.XO,1.05515082048,1108.51,1111.69,1114.88,1118.06,1121.25,1124.44,1127.62,1130.81,1133.99
2004-01-15,1129.75,1136.5,1123.0,1133.25,876169,512165,@ES#,17.07,17.31,15.49,15.56,0,0,VIX.XO,0.980187866671,1119.31,1122.3,1125.28,1128.27,1131.25,1134.23,1137.22,1140.2,1143.19
2004-01-16,1133.0,1139.0,1132.0,1138.0,574795,516623,@ES#,15.4,15.44,14.9,15.0,0,0,VIX.XO,0.944911182523,1122.14,1124.92,1127.7,1130.47,1133.25,1136.03,1138.8,1141.58,1144.36
2004-01-20,1137.75,1142.25,1134.0,1137.5,563145,533002,@ES#,15.77,16.13,15.09,15.21,0,0,VIX.XO,0.958139939078,1127.25,1129.94,1132.62,1135.31,1138.0,1140.69,1143.38,1146.06,1148.75
2004-01-21,1137.25,1148.75,1132.75,1146.0,683620,562647,@ES#,15.63,15.63,14.24,14.34,0,0,VIX.XO,0.903335090492,1126.6,1129.33,1132.05,1134.78,1137.5,1140.22,1142.95,1145.67,1148.4
2004-01-22,1146.0,1149.25,1141.5,1144.0,556580,566023,@ES#,14.2,14.87,14.01,14.71,0,0,VIX.XO,0.926642899661,1135.65,1138.24,1140.82,1143.41,1146.0,1148.59,1151.18,1153.76,1156.35
2004-01-23,1141.75,1149.25,1135.25,1140.25,641861,557651,@ES#,14.73,15.05,14.56,14.84,0,0,VIX.XO,0.934832129909,1133.4,1136.05,1138.7,1141.35,1144.0,1146.65,1149.3,1151.95,1154.6
2004-01-26,1140.0,1155.0,1138.0,1154.25,588066,591271,@ES#,15.78,15.78,14.52,14.55,0,0,VIX.XO,0.916563847047,1129.59,1132.26,1134.92,1137.59,1140.25,1142.91,1145.58,1148.24,1150.91
2004-01-27,1154.25,1154.75,1142.0,1142.5,655547,551988,@ES#,15.28,15.44,14.74,15.35,0,0,VIX.XO,0.966959110115,1143.67,1146.32,1148.96,1151.61,1154.25,1156.89,1159.54,1162.18,1164.83
2004-01-28,1142.25,1148.0,1124.75,1129.25,821903,564232,@ES#,15.37,17.06,15.29,16.78,0,0,VIX.XO,1.05704064285,1131.45,1134.21,1136.98,1139.74,1142.5,1145.26,1148.02,1150.79,1153.55
2004-01-29,1128.5,1133.75,1120.75,1130.25,886218,579668,@ES#,16.88,17.66,16.79,17.14,0,0,VIX.XO,1.07971851123,1117.31,1120.3,1123.28,1126.27,1129.25,1132.23,1135.22,1138.2,1141.19
2004-01-30,1131.0,1132.25,1126.0,1130.0,585391,543382,@ES#,16.55,17.35,16.55,16.63,0,0,VIX.XO,1.04759153102,1118.05,1121.1,1124.15,1127.2,1130.25,1133.3,1136.35,1139.4,1142.45
2004-02-02,1130.25,1142.25,1126.5,1134.5,675536,559298,@ES#,17.45,17.56,16.67,17.11,0,0,VIX.XO,1.07782868886,1118.16,1121.12,1124.08,1127.04,1130.0,1132.96,1135.92,1138.88,1141.84
2004-02-03,1134.5,1136.5,1129.5,1133.0,594482,539366,@ES#,17.29,17.78,17.17,17.34,0,0,VIX.XO,1.092317327,1122.27,1125.33,1128.39,1131.44,1134.5,1137.56,1140.61,1143.67,1146.73
2004-02-04,1133.0,1133.5,1122.0,1124.0,771930,532634,@ES#,17.84,18.06,17.46,17.87,0,0,VIX.XO,1.12570418878,1120.62,1123.72,1126.81,1129.91,1133.0,1136.09,1139.19,1142.28,1145.38
2004-02-05,1123.75,1130.25,1122.5,1126.5,579920,529989,@ES#,17.91,17.99,17.6,17.71,0,0,VIX.XO,1.11562513617,1111.35,1114.51,1117.67,1120.84,1124.0,1127.16,1130.33,1133.49,1136.65
2004-02-06,1126.75,1142.0,1125.0,1139.0,646603,570049,@ES#,17.71,17.71,15.94,16.0,0,0,VIX.XO,1.00790526136,1113.93,1117.07,1120.22,1123.36,1126.5,1129.64,1132.78,1135.93,1139.07
2004-02-09,1139.25,1143.75,1137.75,1140.0,472032,535024,@ES#,16.54,16.82,16.12,16.39,0,0,VIX.XO,1.0324729521,1127.52,1130.39,1133.26,1136.13,1139.0,1141.87,1144.74,1147.61,1150.48
2004-02-10,1140.25,1146.75,1137.5,1143.25,506464,533341,@ES#,16.41,16.76,15.84,15.94,0,0,VIX.XO,1.00412561663,1128.23,1131.17,1134.11,1137.06,1140.0,1142.94,1145.89,1148.83,1151.77
2004-02-11,1143.25,1158.75,1141.25,1155.25,735265,573057,@ES#,15.9,16.16,15.26,15.39,0,0,VIX.XO,0.969478873269,1131.77,1134.64,1137.51,1140.38,1143.25,1146.12,1148.99,1151.86,1154.73
2004-02-12,1155.25,1157.5,1150.5,1151.0,447641,556931,@ES#,15.36,15.72,15.23,15.31,0,0,VIX.XO,0.964439346962,1144.05,1146.85,1149.65,1152.45,1155.25,1158.05,1160.85,1163.65,1166.45
2004-02-13,1151.5,1156.75,1142.0,1145.75,534255,543959,@ES#,15.12,16.03,14.86,15.58,0,0,VIX.XO,0.981447748247,1139.9,1142.67,1145.45,1148.22,1151.0,1153.78,1156.55,1159.33,1162.1
2004-02-17,1145.5,1158.75,1145.25,1156.5,472647,573511,@ES#,15.63,15.96,15.32,15.4,0,0,VIX.XO,0.970108814057,1134.51,1137.32,1140.13,1142.94,1145.75,1148.56,1151.37,1154.18,1156.99
2004-02-18,1156.5,1158.75,1148.25,1151.25,534794,565766,@ES#,15.51,15.76,15.3,15.59,0,0,VIX.XO,0.982077689036,1145.28,1148.09,1150.89,1153.7,1156.5,1159.3,1162.11,1164.91,1167.72
2004-02-19,1151.25,1158.5,1145.25,1147.25,645777,565766,@ES#,15.33,15.97,15.2,15.8,0,0,VIX.XO,0.995306445591,1139.94,1142.77,1145.6,1148.42,1151.25,1154.08,1156.9,1159.73,1162.56
2004-02-20,1146.75,1151.0,1137.75,1143.75,686761,575658,@ES#,15.85,16.55,15.82,16.04,0,0,VIX.XO,1.01042502451,1135.83,1138.69,1141.54,1144.4,1147.25,1150.1,1152.96,1155.81,1158.67
2004-02-23,1144.0,1147.5,1136.0,1140.0,611027,567956,@ES#,16.5,16.78,16.25,16.29,0,0,VIX.XO,1.02617354422,1132.19,1135.08,1137.97,1140.86,1143.75,1146.64,1149.53,1152.42,1155.31
2004-02-24,1140.5,1144.25,1133.25,1138.5,742235,577545,@ES#,16.38,16.76,15.77,15.9,0,0,VIX.XO,1.00160585347,1128.3,1131.23,1134.15,1137.08,1140.0,1142.92,1145.85,1148.77,1151.7
2004-02-25,1139.0,1145.0,1137.0,1143.0,556898,585217,@ES#,15.58,16.05,14.93,14.93,0,0,VIX.XO,0.940501597005,1127.1,1129.95,1132.8,1135.65,1138.5,1141.35,1144.2,1147.05,1149.9
2004-02-26,1143.25,1147.25,1137.75,1143.25,528708,586282,@ES#,15.32,15.33,14.69,14.83,0,0,VIX.XO,0.934202189121,1132.25,1134.94,1137.63,1140.31,1143.0,1145.69,1148.37,1151.06,1153.75
2004-02-27,1143.75,1152.0,1140.5,1144.5,593104,583924,@ES#,14.76,14.77,14.23,14.55,0,0,VIX.XO,0.916563847047,1132.57,1135.24,1137.91,1140.58,1143.25,1145.92,1148.59,1151.26,1153.93
2004-03-01,1144.25,1157.5,1144.25,1155.5,533975,606353,@ES#,14.91,15.05,14.4,14.44,0,0,VIX.XO,0.909634498376,1134.01,1136.63,1139.25,1141.88,1144.5,1147.12,1149.75,1152.37,1154.99
2004-03-02,1155.5,1156.75,1146.5,1149.0,588494,579493,@ES#,14.59,14.89,14.18,14.86,0,0,VIX.XO,0.936092011486,1144.99,1147.62,1150.24,1152.87,1155.5,1158.13,1160.76,1163.38,1166.01
2004-03-03,1149.25,1152.75,1143.25,1150.75,640846,590670,@ES#,14.73,15.27,14.47,14.55,0,0,VIX.XO,0.916563847047,1138.24,1140.93,1143.62,1146.31,1149.0,1151.69,1154.38,1157.07,1159.76
2004-03-04,1150.5,1155.25,1149.25,1154.25,410537,590014,@ES#,14.45,14.5,14.19,14.4,0,0,VIX.XO,0.907114735222,1140.2,1142.84,1145.48,1148.11,1150.75,1153.39,1156.02,1158.66,1161.3
2004-03-05,1153.25,1163.75,1146.5,1157.75,1078585,618621,@ES#,14.81,14.82,13.83,14.48,0,0,VIX.XO,0.912154261529,1143.78,1146.4,1149.01,1151.63,1154.25,1156.87,1159.49,1162.1,1164.72
2004-03-08,1158.0,1160.0,1143.25,1144.0,644665,621490,@ES#,14.83,15.83,14.54,15.79,0,0,VIX.XO,0.994676504803,1147.19,1149.83,1152.47,1155.11,1157.75,1160.39,1163.03,1165.67,1168.31
2004-03-09,1144.0,1147.0,1136.25,1139.5,777885,609470,@ES#,15.57,16.74,15.56,16.6,0,0,VIX.XO,1.04570170866,1132.62,1135.47,1138.31,1141.16,1144.0,1146.84,1149.69,1152.53,1155.38
2004-03-10,1139.5,1141.75,1119.5,1120.25,930475,595948,@ES#,16.12,18.7,16.11,18.67,0,0,VIX.XO,1.17609945185,1127.58,1130.56,1133.54,1136.52,1139.5,1142.48,1145.46,1148.44,1151.42
